subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
100,3,27,0.1107,0.2014,-0.1528,0.1528,0.1887,-0.1119,0.1119,0.1238,-0.1542,0.1542,0.2707,-0.1384,0.1384,0.4271,-0.1746,0.1746,0.3892,-0.126,0.126,0.148,-0.1516,0.1516,0.1358,-0.1179,0.1179,0.2221,-0.1829,0.1829,0.3034,-0.1366,0.1366
100,3,28,0.1213,0.1909,-0.1529,0.1529,0.1907,-0.0937,0.0937,0.1168,-0.1294,0.1294,0.2478,-0.1325,0.1325,0.4578,-0.1677,0.1677,0.3522,-0.1067,0.1067,0.1395,-0.1461,0.1461,0.1364,-0.1146,0.1146,0.1906,-0.1437,0.1437,0.2644,-0.1291,0.1291
100,3,29,0.1198,0.1754,-0.1531,0.1531,0.2041,-0.1035,0.1035,0.1209,-0.1368,0.1368,0.249,-0.1328,0.1328,0.4406,-0.1627,0.1627,0.4441,0.0,0.0,0.2608,-0.1269,0.1269,0.095,-0.1171,0.1171,0.2028,-0.1294,0.1294,0.2404,-0.1366,0.1366
100,3,30,0.111,0.1596,-0.1601,0.1601,0.2815,-0.1119,0.1119,0.1646,-0.1429,0.1429,0.282,-0.1195,0.1195,0.6372,-0.1724,0.1724,0.6494,-0.1121,0.1121,0.1361,-0.1288,0.1288,0.1493,-0.124,0.124,0.2498,-0.1111,0.1111,0.3084,-0.1373,0.1373
100,3,31,0.0975,0.1876,-0.1527,0.1527,0.2431,-0.1109,0.1109,0.1402,-0.1442,0.1442,0.2585,-0.1258,0.1258,0.4284,-0.2021,0.2021,0.4333,-0.119,0.119,0.1663,-0.1487,0.1487,0.1212,-0.1188,0.1188,0.242,-0.1201,0.1201,0.2767,-0.1055,0.1055
100,3,32,0.1102,0.2086,-0.144,0.144,0.2001,-0.1185,0.1185,0.1323,-0.14,0.14,0.2526,-0.1423,0.1423,0.4438,-0.1931,0.1931,0.4246,-0.1289,0.1289,0.1369,-0.1681,0.1681,0.1526,-0.1378,0.1378,0.2077,-0.136,0.136,0.2826,-0.09,0.09
100,3,33,0.1134,0.2881,-0.1294,0.1294,0.2265,-0.1223,0.1223,0.1417,-0.1341,0.1341,0.2602,-0.1416,0.1416,0.5851,-0.2026,0.2026,0.4939,-0.1315,0.1315,0.1383,-0.1548,0.1548,0.1708,-0.1082,0.1082,0.309,-0.1729,0.1729,0.3151,-0.1417,0.1417
100,3,34,0.1197,0.2094,-0.1248,0.1248,0.1943,-0.1113,0.1113,0.1252,-0.1598,0.1598,0.2848,-0.1277,0.1277,0.668,-0.1593,0.1593,0.6465,-0.135,0.135,0.1766,-0.1421,0.1421,0.1503,-0.1222,0.1222,0.2587,-0.1095,0.1095,0.248,-0.1183,0.1183
100,3,35,0.1046,0.1943,-0.1465,0.1465,0.1876,-0.097,0.097,0.1245,-0.1539,0.1539,0.2862,-0.1328,0.1328,0.4103,-0.1748,0.1748,0.3748,-0.1148,0.1148,0.1642,-0.1506,0.1506,0.119,-0.1037,0.1037,0.1926,-0.1113,0.1113,0.2232,-0.1355,0.1355
100,3,36,0.1068,0.2642,-0.1596,0.1596,0.2164,-0.1045,0.1045,0.1513,-0.1542,0.1542,0.3632,-0.1436,0.1436,0.455,-0.1813,0.1813,0.4643,-0.1515,0.1515,0.1919,-0.1491,0.1491,0.1132,-0.1303,0.1303,0.2351,-0.1113,0.1113,0.2789,-0.1357,0.1357
100,3,37,0.0973,0.2089,-0.1467,0.1467,0.1875,-0.0967,0.0967,0.1273,-0.1576,0.1576,0.2859,-0.1206,0.1206,0.4429,-0.1629,0.1629,0.3942,-0.1059,0.1059,0.1479,-0.1435,0.1435,0.1117,-0.1123,0.1123,0.2175,-0.1277,0.1277,0.2561,-0.1363,0.1363
100,3,38,0.1038,0.1951,-0.1383,0.1383,0.1942,-0.1109,0.1109,0.1731,-0.1522,0.1522,0.2704,-0.1274,0.1274,0.5013,-0.1764,0.1764,0.7826,-0.0973,0.0973,1.0268,-0.1324,0.1324,0.1277,-0.1266,0.1266,0.2967,-0.1261,0.1261,0.2486,-0.1364,0.1364
100,3,39,0.1096,0.1999,-0.1392,0.1392,0.1949,-0.1037,0.1037,0.1266,-0.136,0.136,0.2601,-0.1112,0.1112,0.4172,-0.1498,0.1498,0.3648,-0.1096,0.1096,0.1498,-0.1289,0.1289,0.1289,-0.1133,0.1133,0.1993,-0.0957,0.0957,0.2265,-0.135,0.135
100,3,40,0.1048,0.1814,-0.1457,0.1457,0.4042,-0.0818,0.0818,0.1801,-0.1516,0.1516,0.3058,-0.1117,0.1117,0.4633,-0.1728,0.1728,0.4075,-0.1284,0.1284,0.1565,-0.1166,0.1166,0.1337,-0.0875,0.0875,0.2053,-0.1279,0.1279,0.2614,-0.1333,0.1333
100,3,41,0.0857,0.202,-0.1256,0.1256,0.2556,-0.0836,0.0836,0.2851,-0.1361,0.1361,0.36,-0.1136,0.1136,0.5701,-0.1676,0.1676,0.5321,-0.1271,0.1271,0.1913,-0.1352,0.1352,0.1235,-0.1034,0.1034,0.2242,-0.1117,0.1117,0.2315,-0.148,0.148
100,3,42,0.1099,0.2281,-0.1391,0.1391,0.2224,-0.1036,0.1036,0.1189,-0.1557,0.1557,0.3004,-0.1269,0.1269,0.4468,-0.1884,0.1884,0.4087,-0.1116,0.1116,0.1211,-0.1279,0.1279,0.1519,-0.113,0.113,0.2189,-0.1059,0.1059,0.2379,-0.1448,0.1448
100,3,43,0.1119,0.3215,-0.1115,0.1115,0.1685,-0.097,0.097,0.1311,-0.1307,0.1307,0.2872,-0.1108,0.1108,0.5879,-0.1691,0.1691,1.2067,-0.1155,0.1155,0.1349,-0.1437,0.1437,0.1512,-0.1188,0.1188,0.3083,-0.1235,0.1235,0.3081,-0.1033,0.1033
100,3,44,0.1252,0.2008,-0.1319,0.1319,0.3491,-0.0965,0.0965,0.1401,-0.1446,0.1446,0.2718,-0.1207,0.1207,0.5032,-0.1364,0.1364,0.4487,-0.1059,0.1059,0.1535,-0.1245,0.1245,0.1057,-0.1221,0.1221,0.2215,-0.11,0.11,0.2437,-0.1178,0.1178
100,3,45,0.1174,0.2106,-0.1341,0.1341,0.1811,-0.115,0.115,0.1565,-0.1529,0.1529,0.2757,-0.1274,0.1274,0.4389,-0.183,0.183,0.3593,-0.11,0.11,0.1461,-0.1447,0.1447,0.1188,-0.0956,0.0956,0.2083,-0.1115,0.1115,0.2168,-0.1204,0.1204
100,3,46,0.1027,0.2003,-0.1324,0.1324,0.2079,-0.1053,0.1053,0.1317,-0.1302,0.1302,0.2977,-0.1193,0.1193,0.4478,-0.16,0.16,0.3632,-0.1114,0.1114,0.1795,-0.1266,0.1266,0.0932,-0.1026,0.1026,0.2118,-0.1363,0.1363,0.2491,-0.1502,0.1502
100,3,47,0.1072,0.1989,-0.1455,0.1455,0.2219,-0.104,0.104,0.1256,-0.1474,0.1474,0.2623,-0.1143,0.1143,0.4225,-0.1839,0.1839,0.4848,0.0,0.0,0.0205,-0.1489,0.1489,0.1162,-0.1131,0.1131,0.2106,-0.1031,0.1031,0.237,-0.1136,0.1136
100,3,48,0.1066,0.1812,-0.1281,0.1281,0.2447,-0.0956,0.0956,0.1328,-0.1332,0.1332,0.3272,-0.1208,0.1208,0.4597,-0.155,0.155,-3.6179,-4.0957,4.0957,4.1402,-0.1497,0.1497,0.1434,-0.1039,0.1039,0.2087,-0.1041,0.1041,0.2244,-0.1121,0.1121
100,3,49,0.1039,0.243,-0.1438,0.1438,0.2242,-0.1037,0.1037,0.1213,-0.1485,0.1485,0.2876,-0.1109,0.1109,0.4948,-0.1446,0.1446,0.4299,-0.1043,0.1043,0.2175,-0.1499,0.1499,0.0993,-0.119,0.119,0.2167,-0.0952,0.0952,0.2198,-0.1158,0.1158
100,3,50,0.1246,0.5884,-0.134,0.134,0.1407,-0.0934,0.0934,0.1634,-0.1455,0.1455,0.5676,-0.1294,0.1294,0.4622,-0.1647,0.1647,0.3705,-0.1082,0.1082,0.1244,-0.1441,0.1441,0.1441,-0.102,0.102,0.2056,-0.1029,0.1029,0.2478,-0.122,0.122
100,4,1,0.0989,0.2958,-0.1179,0.1179,0.1361,-0.0919,0.0919,0.1303,-0.1346,0.1346,0.2515,-0.12,0.12,0.4702,-0.1454,0.1454,0.3844,-0.125,0.125,0.1351,-0.1548,0.1548,0.1621,-0.1081,0.1081,0.2056,-0.1024,0.1024,0.2956,-0.1057,0.1057
100,4,2,0.1176,0.2053,-0.1471,0.1471,0.2065,-0.1083,0.1083,0.1181,-0.1356,0.1356,0.2541,-0.126,0.126,0.4861,-0.1745,0.1745,0.5003,-0.1378,0.1378,0.166,-0.1339,0.1339,0.1436,-0.1071,0.1071,0.1904,-0.1101,0.1101,0.2428,-0.127,0.127
100,4,3,0.1271,0.2296,-0.1332,0.1332,0.1961,-0.1041,0.1041,0.1225,-0.1279,0.1279,0.245,-0.1267,0.1267,0.4617,-0.1587,0.1587,0.3795,-0.1273,0.1273,0.1468,-0.1366,0.1366,0.1265,-0.1297,0.1297,0.2317,-0.1198,0.1198,0.2792,-0.129,0.129
100,4,4,0.1097,0.17,-0.1372,0.1372,0.187,-0.1077,0.1077,0.1873,-0.148,0.148,0.2695,-0.1157,0.1157,-3.692,-4.3078,4.3078,0.376,-0.1158,0.1158,0.1479,-0.1278,0.1278,0.1236,-0.1183,0.1183,0.225,-0.113,0.113,0.4449,-0.1202,0.1202
100,4,5,0.1072,0.1622,-0.1598,0.1598,0.2318,-0.1178,0.1178,0.1178,-0.1402,0.1402,0.2604,-0.13,0.13,0.4349,-0.1649,0.1649,0.3965,-0.1137,0.1137,0.1235,-0.1564,0.1564,0.1498,-0.1147,0.1147,0.2001,-0.1001,0.1001,0.28,-0.1126,0.1126
100,4,6,0.1029,0.2179,-0.1362,0.1362,0.1813,-0.0996,0.0996,0.1288,-0.1418,0.1418,0.2611,-0.1296,0.1296,0.44,-0.1501,0.1501,0.3824,-0.1154,0.1154,0.1054,-0.1389,0.1389,0.1646,-0.1119,0.1119,0.2576,-0.1045,0.1045,0.3241,-0.0902,0.0902
100,4,7,0.1049,0.2398,-0.1402,0.1402,0.1535,-0.0967,0.0967,0.1341,-0.1427,0.1427,0.7628,-0.1199,0.1199,0.4713,-0.1522,0.1522,0.3984,-0.1117,0.1117,0.1285,-0.1395,0.1395,0.1353,-0.1066,0.1066,0.2376,-0.1153,0.1153,0.4046,-0.1206,0.1206
100,4,8,0.1107,0.1641,-0.132,0.132,0.2429,-0.107,0.107,0.1262,-0.1294,0.1294,0.2345,-0.1249,0.1249,0.3861,-0.1763,0.1763,0.3245,-0.1138,0.1138,0.1376,-0.1336,0.1336,0.1234,-0.1003,0.1003,0.2003,-0.1121,0.1121,0.2498,-0.11,0.11
100,4,9,0.1043,0.1538,-0.1452,0.1452,0.2565,-0.0961,0.0961,0.1257,-0.1344,0.1344,0.2244,-0.1199,0.1199,0.43,-0.1703,0.1703,0.3598,-0.1105,0.1105,0.137,-0.1383,0.1383,0.1383,-0.1049,0.1049,0.1952,-0.1168,0.1168,0.2528,-0.107,0.107
100,4,10,0.1042,0.1318,-0.1466,0.1466,0.2297,-0.0975,0.0975,0.1081,-0.1327,0.1327,0.2644,-0.1348,0.1348,0.4246,-0.1553,0.1553,0.3483,-0.1165,0.1165,0.1015,-0.13,0.13,0.1615,-0.0944,0.0944,0.1911,-0.1075,0.1075,0.2276,-0.114,0.114
100,4,11,0.1055,0.1458,-0.1449,0.1449,0.2592,-0.1019,0.1019,0.1399,-0.1329,0.1329,0.23,-0.1319,0.1319,0.4201,-0.1397,0.1397,0.3284,-0.1253,0.1253,0.1268,-0.1327,0.1327,0.1485,-0.1024,0.1024,0.194,-0.1101,0.1101,0.24,-0.0951,0.0951
100,4,12,0.1077,0.1757,-0.1419,0.1419,0.1878,-0.1083,0.1083,0.1653,-0.1449,0.1449,0.2745,-0.1368,0.1368,-7.0564,-7.6494,7.6494,0.436,-0.1207,0.1207,0.1299,-0.12,0.12,0.13,-0.1075,0.1075,0.2282,-0.1133,0.1133,0.3417,-0.1157,0.1157
100,4,13,0.1162,0.1698,-0.1532,0.1532,0.1904,-0.1016,0.1016,0.13,-0.1499,0.1499,0.2397,-0.1341,0.1341,0.4118,-0.1681,0.1681,0.4045,-0.1056,0.1056,0.0955,-0.1352,0.1352,0.1798,-0.1022,0.1022,0.1951,-0.1093,0.1093,0.2271,-0.126,0.126
100,4,14,0.0972,0.153,-0.1457,0.1457,0.2431,-0.106,0.106,0.1278,-0.1393,0.1393,0.2435,-0.1249,0.1249,0.441,-0.1638,0.1638,0.3879,-0.1141,0.1141,0.1141,-0.1287,0.1287,0.1611,-0.0973,0.0973,0.2072,-0.1079,0.1079,0.2179,-0.1198,0.1198
100,4,15,0.1034,0.1518,-0.1437,0.1437,0.2466,-0.0964,0.0964,0.1465,-0.14,0.14,0.2448,-0.1247,0.1247,0.3655,-0.1909,0.1909,0.3622,-0.1191,0.1191,0.1191,-0.1249,0.1249,0.1682,-0.1094,0.1094,0.2044,-0.1023,0.1023,0.217,-0.1128,0.1128
100,4,16,0.1081,0.1391,-0.1711,0.1711,0.284,-0.1047,0.1047,0.1282,-0.1368,0.1368,0.2668,-0.1299,0.1299,0.4128,-0.1607,0.1607,0.394,-0.1124,0.1124,0.0925,-0.1341,0.1341,0.1663,-0.1035,0.1035,0.2089,-0.1099,0.1099,0.2244,-0.1104,0.1104
100,4,17,0.1107,0.1885,-0.1516,0.1516,0.28,-0.1005,0.1005,0.1281,-0.142,0.142,0.2717,-0.1303,0.1303,0.4,-0.1784,0.1784,0.3886,-0.1118,0.1118,0.1057,-0.1442,0.1442,0.1658,-0.1002,0.1002,0.2,-0.1148,0.1148,0.2883,-0.1178,0.1178
100,4,18,0.1113,0.1946,-0.1529,0.1529,0.2057,-0.1176,0.1176,0.1413,-0.147,0.147,0.2611,-0.1297,0.1297,0.387,-0.1898,0.1898,0.3803,-0.1179,0.1179,0.0985,-0.1492,0.1492,0.1864,-0.1027,0.1027,0.1967,-0.1162,0.1162,0.2411,-0.1042,0.1042
100,4,19,0.1022,0.3127,-0.1501,0.1501,0.2329,-0.0968,0.0968,0.1709,-0.1351,0.1351,0.2557,-0.1163,0.1163,0.4325,-0.178,0.178,0.4025,-0.1144,0.1144,0.1122,-0.137,0.137,0.1731,-0.1103,0.1103,0.1967,-0.1025,0.1025,0.2481,-0.1077,0.1077
100,4,20,0.1029,0.1869,-0.1231,0.1231,0.2391,-0.1046,0.1046,0.1173,-0.1367,0.1367,0.2569,-0.11,0.11,0.4148,-0.1622,0.1622,0.3938,-0.1129,0.1129,0.0967,-0.1296,0.1296,0.1612,-0.0924,0.0924,0.2015,-0.107,0.107,0.227,-0.1,0.1
100,4,21,0.1004,0.1822,-0.1477,0.1477,0.192,-0.102,0.102,0.1462,-0.1501,0.1501,0.2609,-0.1322,0.1322,-3.1591,-3.8147,3.8147,0.4512,-0.1129,0.1129,0.1129,-0.1284,0.1284,0.1596,-0.1107,0.1107,0.2087,-0.1098,0.1098,0.2538,-0.1052,0.1052
100,4,22,0.1218,0.1897,-0.1438,0.1438,0.1662,-0.1064,0.1064,0.1658,-0.1485,0.1485,0.2334,-0.1257,0.1257,-8.3835,-8.9605,8.9605,0.6976,-0.1099,0.1099,0.1099,-0.133,0.133,0.1403,-0.1199,0.1199,0.9098,-0.107,0.107,0.216,-0.1139,0.1139
100,4,23,0.1122,0.1719,-0.1506,0.1506,0.2035,-0.1149,0.1149,0.135,-0.1535,0.1535,0.2617,-0.1281,0.1281,0.4102,-0.1785,0.1785,0.3806,-0.1312,0.1312,0.124,-0.1351,0.1351,0.1553,-0.1052,0.1052,0.2276,-0.1227,0.1227,0.4007,-0.1236,0.1236
100,4,24,0.1171,0.1866,-0.1612,0.1612,0.2395,-0.1099,0.1099,0.1286,-0.1524,0.1524,0.2726,-0.134,0.134,0.4333,-0.1857,0.1857,0.3852,-0.1229,0.1229,0.1114,-0.1415,0.1415,0.1674,-0.1143,0.1143,0.2293,-0.1048,0.1048,0.3282,-0.1115,0.1115
100,4,25,0.1099,0.2398,-0.13,0.13,0.2226,-0.1116,0.1116,0.1974,-0.1501,0.1501,0.3036,-0.1265,0.1265,0.4064,-0.1797,0.1797,0.385,-0.1206,0.1206,0.11,-0.1418,0.1418,0.1592,-0.1062,0.1062,0.2443,-0.1015,0.1015,0.3686,-0.0983,0.0983
100,4,26,0.1101,0.2202,-0.1502,0.1502,0.2402,-0.1102,0.1102,0.1505,-0.1356,0.1356,0.2581,-0.1167,0.1167,0.4314,-0.1699,0.1699,0.416,-0.1637,0.1637,1.5422,-0.1288,0.1288,0.0798,-0.1055,0.1055,0.2017,-0.1079,0.1079,0.4623,-0.108,0.108
100,4,27,0.1114,0.1967,-0.1297,0.1297,0.2127,-0.1115,0.1115,0.1532,-0.1395,0.1395,0.2537,-0.1201,0.1201,0.4152,-0.155,0.155,0.3596,-0.112,0.112,0.112,-0.1299,0.1299,0.1546,-0.0982,0.0982,0.2255,-0.1101,0.1101,0.2199,-0.1299,0.1299
100,4,28,0.1126,0.1994,-0.1428,0.1428,0.229,-0.0919,0.0919,0.1114,-0.1402,0.1402,0.2504,-0.1259,0.1259,0.3898,-0.1759,0.1759,0.3603,-0.1244,0.1244,0.1137,-0.1207,0.1207,0.1713,-0.1095,0.1095,0.2194,-0.1,0.1,0.2841,-0.1061,0.1061
100,4,29,0.1099,0.1815,-0.1442,0.1442,0.2285,-0.1074,0.1074,0.1445,-0.14,0.14,0.2454,-0.1352,0.1352,0.3903,-0.1703,0.1703,0.3206,-0.1198,0.1198,0.1294,-0.1277,0.1277,0.1624,-0.0959,0.0959,0.2079,-0.1042,0.1042,0.2387,-0.0951,0.0951
100,4,30,0.1018,0.2809,-0.1381,0.1381,0.1793,-0.1066,0.1066,0.1344,-0.1224,0.1224,0.2493,-0.1372,0.1372,-2.8766,-3.4647,3.4647,0.3464,-0.1142,0.1142,0.144,-0.1334,0.1334,0.1177,-0.1069,0.1069,0.2359,-0.1157,0.1157,0.261,-0.1273,0.1273
100,4,31,0.1091,0.2069,-0.1699,0.1699,0.2284,-0.1043,0.1043,0.1183,-0.1388,0.1388,0.2912,-0.1119,0.1119,0.4123,-0.1697,0.1697,0.3779,-0.1131,0.1131,0.1051,-0.1458,0.1458,0.1644,-0.1123,0.1123,0.2255,-0.1048,0.1048,0.2449,-0.1142,0.1142
100,4,32,0.1,0.1901,-0.1491,0.1491,0.2402,-0.1039,0.1039,0.1206,-0.1429,0.1429,0.2754,-0.117,0.117,0.4137,-0.1598,0.1598,0.3901,-0.1096,0.1096,0.1031,-0.1366,0.1366,0.1718,-0.1052,0.1052,0.213,-0.1317,0.1317,0.262,-0.13,0.13
100,4,33,0.11,0.5878,-0.1398,0.1398,0.1534,-0.1016,0.1016,0.122,-0.1443,0.1443,0.2661,-0.1605,0.1605,0.5606,-0.1627,0.1627,0.4078,-0.1119,0.1119,0.172,-0.1401,0.1401,0.0981,-0.1029,0.1029,0.393,-0.119,0.119,0.2836,-0.1376,0.1376
100,4,34,0.1078,0.1961,-0.1441,0.1441,0.1728,-0.1028,0.1028,0.1449,-0.1461,0.1461,0.3086,-0.0934,0.0934,0.7609,-0.1925,0.1925,0.6821,-0.1356,0.1356,0.1519,-0.1281,0.1281,0.108,-0.1189,0.1189,0.2124,-0.108,0.108,0.2203,-0.1276,0.1276
100,4,35,0.1099,0.1998,-0.1402,0.1402,0.19,-0.1103,0.1103,0.1372,-0.1428,0.1428,0.2527,-0.1273,0.1273,-6.0501,-6.7022,6.7022,0.5464,-0.1358,0.1358,0.1588,-0.1345,0.1345,0.1112,-0.113,0.113,0.2116,-0.1064,0.1064,0.2164,-0.1353,0.1353
100,4,36,0.1101,0.2001,-0.15,0.15,0.1712,-0.1249,0.1249,0.1523,-0.1364,0.1364,0.2462,-0.1301,0.1301,0.4299,-0.1884,0.1884,0.4255,-0.1243,0.1243,0.1561,-0.1475,0.1475,0.1113,-0.1136,0.1136,0.2273,-0.1128,0.1128,0.2418,-0.1331,0.1331
100,4,37,0.1104,0.325,-0.1454,0.1454,0.1892,-0.1057,0.1057,0.1285,-0.1473,0.1473,0.2589,-0.1386,0.1386,0.4814,-0.1875,0.1875,0.4347,-0.1123,0.1123,0.1367,-0.1422,0.1422,0.151,-0.0972,0.0972,0.2264,-0.1083,0.1083,0.2382,-0.1101,0.1101
100,4,38,0.1027,0.1726,-0.1435,0.1435,0.1739,-0.0996,0.0996,0.1667,-0.1529,0.1529,0.2632,-0.1257,0.1257,0.4216,-0.1582,0.1582,0.3575,-0.1053,0.1053,0.1126,-0.1175,0.1175,0.1393,-0.0862,0.0862,0.2383,-0.1099,0.1099,0.2498,-0.1499,0.1499
100,4,39,0.1028,0.1862,-0.1344,0.1344,0.1942,-0.1078,0.1078,0.1478,-0.1363,0.1363,0.2439,-0.1132,0.1132,0.4088,-0.1572,0.1572,0.3503,-0.1144,0.1144,0.1062,-0.1365,0.1365,0.1731,-0.1079,0.1079,0.2366,-0.0963,0.0963,0.2425,-0.1181,0.1181
100,4,40,0.1123,0.1942,-0.1376,0.1376,0.1623,-0.1058,0.1058,0.1756,-0.1481,0.1481,0.2602,-0.12,0.12,-3.0101,-3.5801,3.5801,0.3697,-0.1403,0.1403,0.2,-0.1403,0.1403,0.1301,-0.1079,0.1079,0.2098,-0.1101,0.1101,0.2288,-0.1115,0.1115
100,4,41,0.1033,0.1634,-0.1424,0.1424,0.1767,-0.1087,0.1087,0.1491,-0.1493,0.1493,0.2444,-0.1278,0.1278,0.3798,-0.176,0.176,0.336,-0.109,0.109,0.0993,-0.1439,0.1439,0.1554,-0.0989,0.0989,0.1994,-0.1152,0.1152,0.2302,-0.1247,0.1247
100,4,42,0.1097,0.3701,-0.1324,0.1324,0.1201,-0.1019,0.1019,0.25,-0.1398,0.1398,0.4728,-0.1172,0.1172,0.6491,-0.1878,0.1878,0.5158,-0.1311,0.1311,0.1981,-0.1356,0.1356,0.1413,-0.1342,0.1342,0.2389,-0.1222,0.1222,0.3478,-0.1136,0.1136
100,4,43,0.13,0.3599,-0.1351,0.1351,0.1298,-0.1101,0.1101,0.1803,-0.162,0.162,0.33,-0.1298,0.1298,0.4898,-0.232,0.232,0.4898,-0.1604,0.1604,0.2099,-0.1381,0.1381,0.1401,-0.12,0.12,0.228,-0.1322,0.1322,0.2871,-0.1248,0.1248
100,4,44,0.1262,0.2674,-0.1439,0.1439,0.1651,-0.1106,0.1106,0.1577,-0.1421,0.1421,0.2698,-0.1202,0.1202,0.5154,-0.2149,0.2149,0.4514,-0.1365,0.1365,0.1664,-0.13,0.13,0.1554,-0.117,0.117,0.2446,-0.12,0.12,0.2939,-0.1247,0.1247
100,4,45,0.146,0.2399,-0.145,0.145,0.1593,-0.1107,0.1107,0.1405,-0.1343,0.1343,0.2504,-0.1346,0.1346,0.5051,-0.1899,0.1899,0.433,-0.1274,0.1274,0.1236,-0.1434,0.1434,0.1656,-0.1131,0.1131,0.2337,-0.114,0.114,0.312,-0.1132,0.1132
100,4,46,0.1108,0.2354,-0.1532,0.1532,0.1472,-0.1024,0.1024,0.1439,-0.1397,0.1397,0.3076,-0.1202,0.1202,0.4803,-0.2168,0.2168,0.4918,-0.1301,0.1301,0.1569,-0.1531,0.1531,0.1233,-0.1201,0.1201,0.2202,-0.1239,0.1239,0.3297,-0.12,0.12
100,4,47,0.1126,0.3803,-0.1501,0.1501,0.1744,-0.0996,0.0996,0.0804,-0.1448,0.1448,0.2828,-0.1225,0.1225,0.7523,-0.18,0.18,0.4673,-0.1128,0.1128,0.1226,-0.1391,0.1391,0.1301,-0.11,0.11,0.23,-0.1102,0.1102,0.297,-0.1053,0.1053
100,4,48,0.1185,0.8504,-0.1272,0.1272,0.1427,-0.1044,0.1044,0.1269,-0.1274,0.1274,0.2374,-0.1404,0.1404,0.5201,-0.1599,0.1599,0.4628,0.0,0.0,0.0286,-0.1325,0.1325,0.1187,-0.1035,0.1035,0.2151,-0.1049,0.1049,0.3699,-0.119,0.119
100,4,49,0.1048,0.1699,-0.1403,0.1403,0.1735,-0.1168,0.1168,0.1439,-0.1359,0.1359,0.2528,-0.1212,0.1212,0.4201,-0.1751,0.1751,-3.0528,-3.507,3.507,3.5394,-0.143,0.143,0.106,-0.1019,0.1019,0.2056,-0.1061,0.1061,0.4661,-0.1104,0.1104
100,4,50,0.1037,0.2154,-0.1221,0.1221,0.1987,-0.1103,0.1103,0.1411,-0.1348,0.1348,0.259,-0.1136,0.1136,0.51,-0.1801,0.1801,0.39,-0.1202,0.1202,0.1302,-0.145,0.145,0.1348,-0.1054,0.1054,0.2151,-0.1051,0.1051,0.4239,-0.1114,0.1114
